class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,egg_mass_g,incubation_d,fledging_age_d,longevity_y,adult_svl_cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Phrynocephalus,Phrynocephalus raddei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Phrynocephalus,Phrynocephalus reticulatus,NA,Reticulated toad-headed agama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Phrynocephalus,Phrynocephalus roborowskii,NA,Roborowski's Toadhead Agama,NA,3,NA,8.1,NA,NA,NA,NA,NA,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Phrynocephalus,Phrynocephalus rossikowi,NA,Uzbekistan Toadhead Agama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Phrynocephalus,Phrynocephalus scutellatus,NA,Gray Toadhead Agama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Phrynocephalus,Phrynocephalus strauchi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Phrynocephalus,Phrynocephalus theobaldi,NA,NA,NA,2,1,5.47,NA,NA,NA,NA,NA,5.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Phrynocephalus,Phrynocephalus versicolor,NA,NA,NA,3,2,2.86,NA,NA,35,NA,NA,5.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Phrynocephalus,Phrynocephalus vlangalii,NA,Ching Hai Toadhead Agama; pylzowi: Pylzow's Toadhead Agama; geckoides: Gecko Toadhead Agama,NA,3,NA,8.1,NA,NA,NA,NA,NA,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Physignathus,Physignathus cocincinus,NA,Chinese Water Dragon, Green Water Dragon, Thai Water Dragon, Asian water dragon,NA,8.9,15.3,2.02,NA,3.7,65,NA,15.3,17.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pogona,Pogona barbata,NA,Eastern Bearded Dragon, Bearded Dragon, Jew Lizard,NA,19,2.7,0.58,NA,2.96,70,NA,9.9,20.8795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pogona,Pogona henrylawsoni,NA,Black-soil Bearded Dragon, Dumpy Dragon, Dwarf Bearded Dragon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pogona,Pogona microlepidota,NA,Kimberley Bearded Dragon,NA,18,3,NA,9.9,NA,NA,NA,9.9,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pogona,Pogona minima,NA,Western Bearded Dragon,NA,8.75,2.7,115.12,9.9,2.96,70,NA,9.9,16.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pogona,Pogona minor,NA,Western Bearded Dragon, Dwarf Bearded Dragon,NA,8.75,2.7,115.12,NA,2.96,70,NA,9.9,16.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pogona,Pogona mitchelli,NA,North-west Bearded Dragon,NA,8.75,2.7,115.12,9.9,2.96,70,NA,9.9,16.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pogona,Pogona nullarbor,NA,Nullabor Bearded Dragon,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pogona,Pogona vitticeps,NA,Central Bearded Dragon,547.5,19,6,385,12,NA,75,NA,12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Psammophilus,Psammophilus blanfordanus,NA,Blanfords Rock Agama, Peninsular Dwarf Rock Agama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Psammophilus,Psammophilus dorsalis,NA,South Indian Rock Agama, Peninsular Rock Agama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocalotes,Pseudocalotes andamanensis,NA,Green Crestless Forest Lizard,NA,NA,NA,12.5,NA,NA,NA,NA,NA,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocalotes,Pseudocalotes austeniana,NA,Abor Hills agama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocalotes,Pseudocalotes brevipes,NA,Vietnam False Bloodsucker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocalotes,Pseudocalotes dringi,NA,Dring's False Garden Lizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocalotes,Pseudocalotes flavigula,NA,Malaya False Bloodsucker, Yellow-throated Forest Agamid, Yellow-throated False Garden Lizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocalotes,Pseudocalotes floweri,NA,Thai False Bloodsucker, Flower's Forest Agamid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocalotes,Pseudocalotes kakhienensis,NA,Kakhyen Hills Spiny Lizard, Burmese Mountain Agamid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocalotes,Pseudocalotes kingdonwardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocalotes,Pseudocalotes larutensis,NA,Bukit Larut False Garden Lizard,NA,NA,NA,7.1,NA,NA,NA,NA,NA,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocalotes,Pseudocalotes microlepis,NA,Burmese False Bloodsucker, Small-scaled Forest Agamid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocalotes,Pseudocalotes poilani,NA,Laotian False Bloodsucker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocalotes,Pseudocalotes saravacensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocalotes,Pseudocalotes tympanistriga,NA,Indonesian False Bloodsucker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudocophotis,Pseudocophotis sumatrana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Pseudotrapelus,Pseudotrapelus sinaitus,NA,Sinai Agama,NA,5.5,NA,28.5,NA,NA,NA,NA,NA,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Ptyctolaemus,Ptyctolaemus collicristatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Ptyctolaemus,Ptyctolaemus gularis,NA,Green Fan-throated lizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Rankinia,Rankinia diemensis,NA,Mountain Heath Dragon, Mountain Dragon,NA,NA,NA,10,NA,NA,NA,NA,NA,6.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Saara,Saara asmussi,NA,Iranian Mastigure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Saara,Saara hardwickii,NA,Hardwick's spiny-tailed lizard, Indian spiny-tailed lizard,NA,11.5,NA,130.1,NA,NA,92.5,NA,NA,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Saara,Saara loricata,NA,Iraqi Mastigure, Iraqi Spiny-tailed Lizard,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Salea,Salea anamallayana,NA,Anaimalai Spiny Lizard, Anaimalais Salea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Salea,Salea gularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Salea,Salea horsfieldii,NA,Horsfield's Spiny Lizard, Nilgiri Salea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Sitana,Sitana fusca,NA,NA,NA,7.2,2,2.48,NA,NA,NA,NA,NA,4.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Sitana,Sitana ponticeriana,NA,Fan Throated Lizard,NA,13,2.4,2.7,NA,NA,42.5,NA,NA,4.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Sitana,Sitana schleichi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Sitana,Sitana sivalensis,NA,NA,NA,6.9,2.4,2,NA,NA,NA,NA,NA,4.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Stellagama,Stellagama stellio,NA,Roughtail Rock Agama,NA,7.7,2,40.605,6,2.28,54,NA,5.05,10.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Thaumatorhynchus,Thaumatorhynchus brooksi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Trapelus,Trapelus agilis,NA,Brilliant ground agama,NA,NA,NA,30.4,NA,NA,NA,NA,NA,9.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Trapelus,Trapelus agnetae,NA,NA,NA,6.5,NA,29.5,NA,NA,75,NA,NA,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Trapelus,Trapelus flavimaculatus,NA,Yellow-spotted Agama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Trapelus,Trapelus jayakari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Trapelus,Trapelus megalonyx,NA,Afghan Ground Agama,730.48,8.15,2.4,9.84,NA,NA,38,NA,NA,7.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Trapelus,Trapelus mutabilis,NA,Desert Agama,NA,7.7,2,15,2.8,NA,60.5,NA,2.3,8.5275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Trapelus,Trapelus rubrigularis,NA,Red-throated Agama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Trapelus,Trapelus ruderatus,NA,Olivier's (Horny-scaled) Agama, Baluch ground agama,730.48,8.15,2.4,9.84,NA,NA,38,NA,NA,7.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Trapelus,Trapelus sanguinolentus,NA,Steppe Agama,NA,8.2,2.8,20.2,NA,NA,52.5,NA,NA,8.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Trapelus,Trapelus savignii,NA,NA,NA,6,NA,33,2.5,NA,60,NA,2.5,9.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Trapelus,Trapelus tournevillei,NA,Sahara Agama,NA,6,1,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Tympanocryptis,Tympanocryptis centralis,NA,Central Australian Earless Dragon,NA,NA,NA,9.7,NA,NA,NA,NA,NA,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Tympanocryptis,Tympanocryptis cephalus,NA,Blotch-tailed Earless Dragon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Tympanocryptis,Tympanocryptis houstoni,NA,Houston's Earless Dragon,NA,NA,NA,9.7,NA,NA,NA,NA,NA,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Tympanocryptis,Tympanocryptis intima,NA,Gibber Earless Dragon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Tympanocryptis,Tympanocryptis lineata,NA,Lined Earless Dragon,NA,NA,NA,9.7,NA,NA,NA,NA,NA,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Tympanocryptis,Tympanocryptis pinguicolla,NA,Grassland Earless Dragon,NA,NA,NA,9.7,NA,NA,NA,NA,NA,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Tympanocryptis,Tympanocryptis tetraporophora,NA,Long-tailed Earless Dragon,NA,8,NA,7.9,NA,NA,46.5,NA,NA,5.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Tympanocryptis,Tympanocryptis uniformis,NA,Even-scaled Earless Dragon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx acanthinura,NA,North-African Mastigure, North African Spiny-tailed Lizard,1461,13,1.2,525,NA,NA,89,NA,11.4,30.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx aegyptia,NA,Egyptian Mastigure, Egyptian Spiny-tailed Lizard,NA,17,0.9,851.73,NA,NA,87,NA,15.3,32.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx alfredschmidti,NA,Schmidt's Mastigure, Schmidt's Spiny-tailed Lizard,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx benti,NA,Yemeni Spiny-tailed Lizard, Bent's Mastigure,NA,8,NA,NA,NA,NA,99.5,NA,7.1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx dispar,NA,Sudan Mastigure,1461,13,1.2,500,24,NA,95,NA,11.4,23.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx geyri,NA,Geyr's Spiny-tailed Lizard, Sahara Mastigure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx macfadyeni,NA,Macfadyen's Mastigure,NA,12,NA,NA,7.1,NA,83.5,NA,7.1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx nigriventris,NA,Moroccan Spiny-tailed Lizard,NA,NA,NA,NA,11.4,NA,NA,NA,11.4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx occidentalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx ocellata,NA,Ocellated Spinytail,NA,12,NA,NA,7.1,NA,83.5,NA,7.1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx ornata,NA,Ornate Mastigure,NA,8.5,1,111.425,7.1,NA,70.5,NA,7.1,15.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx princeps,NA,Princely Spiny-tailed Lizard, Somalian Mastigure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Uromastyx,Uromastyx thomasi,NA,Omani Spiny-tailed Lizard, Thomas' Mastigure,NA,12.5,NA,NA,NA,NA,91,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Xenagama,Xenagama batillifera,NA,Vaillant's Strange Agama, (Dwarf) Turnip Tail Agama,NA,NA,NA,NA,NA,NA,47.5,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Agamidae,Xenagama,Xenagama taylori,NA,Taylor's Strange Agama, Dwarf Shield-Tailed Agama.,NA,5,NA,NA,NA,NA,46,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena alba,NA,Red Worm Lizard,NA,12,NA,210,15.1,NA,NA,NA,13.3,44.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena amazonica,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena bassleri,NA,Mottled Amphisbaena,NA,NA,NA,73,NA,NA,NA,NA,NA,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena brasiliana,NA,Brazilian Worm Lizard,NA,NA,NA,NA,1.2,NA,NA,NA,1.2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena darwini,NA,Darwin's Ringed Worm Lizard,NA,NA,NA,NA,0.2,NA,NA,NA,0.2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena dubia,NA,Uncertain Worm Lizard,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena fuliginosa,NA,Speckled Worm Lizard,NA,NA,NA,73,NA,NA,NA,NA,NA,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena heterozonata,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,0.2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena hogei,NA,Hoge's Worm Lizard,NA,NA,NA,NA,0.2,NA,NA,NA,0.2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena infraorbitale,NA,Berthold's Worm Lizard,NA,6,NA,125,NA,NA,NA,NA,NA,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena kingii,NA,King's Worm Lizard,NA,3,1,3.86,NA,NA,NA,NA,NA,20.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena mertensii,NA,Mertens'  Worm Lizard,NA,NA,NA,27.5,NA,NA,NA,NA,NA,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena microcephalum,NA,Smallhead Worm Lizard,NA,5,NA,58.7,0.2,NA,NA,NA,0.2,39.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena roberti,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena scutigerum,NA,Shielded Worm Lizard,NA,NA,NA,NA,0.9,NA,NA,NA,0.9,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena trachura,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,0.2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena varia,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena wiedi,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Chirindia,Chirindia ewerbecki,NA,Mbanja Worm Lizard,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Chirindia,Chirindia langi,NA,Lang's Worm Lizard,NA,NA,NA,0.7,NA,NA,NA,NA,NA,12.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Dalophia,Dalophia pistillum,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Amphisbaenidae,Zygaspis,Zygaspis quadrifrons,NA,KalahariRound-snouted Worm Lizard,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Anguidae,Abronia,Abronia anzuetoi,NA,Anzuetoi Arboreal Alligator Lizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Anguidae,Abronia,Abronia aurita,NA,Cope's Arboreal Alligator Lizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Anguidae,Abronia,Abronia campbelli,NA,Campbell's Alligator Lizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Anguidae,Abronia,Abronia chiszari,NA,Chiszar's Arboreal Alligator Lizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Anguidae,Abronia,Abronia deppii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Anguidae,Abronia,Abronia fimbriata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Anguidae,Abronia,Abronia frosti,NA,Frost's Arboreal Alligator Lizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Anguidae,Abronia,Abronia fuscolabialis,NA,Mount Zempoaltepec Alligator Lizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Anguidae,Abronia,Abronia gaiophantasma,NA,Brilliant Arboreal Alligator Lizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Anguidae,Abronia,Abronia graminea,NA,Terrestrial Arboreal Alligator Lizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Anguidae,Abronia,Abronia leurolepis,NA,Smoothback arboreal alligator lizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Anguidae,Abronia,Abronia lythrochila,NA,Red-lipped Arboreal Alligator Lizard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
