baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Solyc00g181250.2	0.476093931266033	1.22813503471581	3.79455271037869	0.323657392176072	0.746197431969313	NA
Solyc00g500255.1	0	NA	NA	NA	NA	NA
Solyc00g500256.1	1.60334760320243	1.75466884578391	1.96823210913948	0.891494878899759	0.372663737691543	NA
Solyc11g056270.3	0.35567815398734	-1.14353522379738	4.07395207033506	-0.280694324345189	0.778944862333399	NA
Solyc11g056320.2	0	NA	NA	NA	NA	NA
Solyc00g160510.1	0	NA	NA	NA	NA	NA
Solyc00g160520.1	0	NA	NA	NA	NA	NA
Solyc00g500258.1	0	NA	NA	NA	NA	NA
Solyc00g160700.1	0	NA	NA	NA	NA	NA
Solyc00g160220.1	0	NA	NA	NA	NA	NA
Solyc00g500259.1	58.9348779059506	1.24316310731549	0.727823171732542	1.70805651097396	0.0876258572922726	0.714548576894446
Solyc00g500260.1	7.45717369082346	-0.268891937040062	0.961026692025864	-0.279796533510669	0.779633611385127	0.999076998952386
Solyc00g160070.1	0	NA	NA	NA	NA	NA
Solyc00g160530.1	0	NA	NA	NA	NA	NA
Solyc00g500262.1	0.114104635113739	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc00g500263.1	0	NA	NA	NA	NA	NA
Solyc00g160710.1	0.205850014119327	-1.9240531918767	4.82862822427581	-0.398467867582674	0.690285339444193	NA
Solyc00g500264.1	1.0842613320851	-0.322346385150388	3.03846790947741	-0.106088461275153	0.915512166047946	NA
Solyc00g500265.1	0	NA	NA	NA	NA	NA
Solyc00g500266.1	0	NA	NA	NA	NA	NA
Solyc00g500267.1	0	NA	NA	NA	NA	NA
Solyc00g500269.1	1.58411026148661	-1.14354166283095	2.30990810207241	-0.495059375654375	0.620558208779199	NA
Solyc00g500270.1	0.312107871490714	1.67747050975498	4.82102929917208	0.347948623760294	0.727878767637368	NA
Solyc00g500271.1	0	NA	NA	NA	NA	NA
Solyc00g500272.1	0	NA	NA	NA	NA	NA
Solyc00g500275.1	0	NA	NA	NA	NA	NA
Solyc00g500276.1	0	NA	NA	NA	NA	NA
Solyc00g500277.1	1.54092718160989	1.76311021841563	2.40170953870217	0.734106348000921	0.462883924943493	NA
Solyc00g052430.3	0.193523914577461	1.78561637191913	4.8132244548041	0.370981322123238	0.710651443426403	NA
Solyc00g500278.1	0	NA	NA	NA	NA	NA
Solyc00g500279.1	0	NA	NA	NA	NA	NA
Solyc00g500280.1	0.0799763928378486	0	4.85677794710338	0	1	NA
Solyc00g500282.1	1.82050324677127	0.715141618059008	2.2564183490723	0.316936625849117	0.751291690137937	NA
Solyc00g160080.1	0	NA	NA	NA	NA	NA
Solyc00g160230.1	0	NA	NA	NA	NA	NA
Solyc00g160720.1	0.0630280666667566	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc00g160090.1	0	NA	NA	NA	NA	NA
Solyc00g160540.1	0	NA	NA	NA	NA	NA
Solyc00g500284.1	0	NA	NA	NA	NA	NA
Solyc00g500285.1	0	NA	NA	NA	NA	NA
Solyc00g500286.1	0	NA	NA	NA	NA	NA
Solyc00g500287.1	0	NA	NA	NA	NA	NA
Solyc00g500288.1	0	NA	NA	NA	NA	NA
Solyc00g500289.1	0	NA	NA	NA	NA	NA
Solyc00g500290.2	0.236873720809085	-0.18174587611687	4.85677794710338	-0.0374210800033105	0.970149265028576	NA
Solyc00g500291.1	0	NA	NA	NA	NA	NA
Solyc00g500292.1	0	NA	NA	NA	NA	NA
Solyc00g500293.1	0.517501353524011	-2.15789803818596	3.71149654106993	-0.581409147040158	0.560964734097239	NA
Solyc00g500294.1	9.72369923892038	0.776210176657359	0.744302956614005	1.04286859236527	0.297009157673605	0.941882625624486
Solyc00g500295.1	0	NA	NA	NA	NA	NA
Solyc00g500296.1	0.0580537204820098	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc00g500297.1	0.495058825776657	1.73227452750276	4.77536665635077	0.362752151229896	0.71679003832359	NA
Solyc00g500298.1	0	NA	NA	NA	NA	NA
Solyc00g500299.1	0	NA	NA	NA	NA	NA
Solyc00g500300.1	0	NA	NA	NA	NA	NA
Solyc00g500301.1	0.0580537204820098	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc00g500302.1	0.132105252014606	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc00g500303.1	0.211593305950086	0	4.85677794710338	0	1	NA
Solyc00g500304.1	0	NA	NA	NA	NA	NA
Solyc00g500305.1	0.0558926517854445	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc00g500306.1	0	NA	NA	NA	NA	NA
Solyc00g500307.1	0	NA	NA	NA	NA	NA
Solyc00g500308.1	0.298592657252903	0.780039474104672	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc00g171810.4	14.0492809410301	0.0591033377475289	1.03642928383239	0.0570259241701306	0.954524544237614	0.999076998952386
Solyc00g500310.1	0.176227472625142	0	4.85677794710338	0	1	NA
Solyc00g500311.2	0.134935562487896	0	4.85677794710338	0	1	NA
Solyc00g500312.1	1.84982852550265	2.27389719146953	1.74798583920995	1.30086705536315	0.193303964513932	NA
Solyc00g160100.1	0	NA	NA	NA	NA	NA
Solyc00g160560.1	0.118336210983526	0	4.85677794710338	0	1	NA
Solyc00g500261.2	0.502817392448148	-1.14353644200849	3.80348931047008	-0.300654569702776	0.763677914859517	NA
Solyc06g030645.2	0	NA	NA	NA	NA	NA
Solyc00g160550.1	0.76597789968128	0	4.85677794710338	0	1	NA
Solyc00g500313.1	0	NA	NA	NA	NA	NA
Solyc00g500314.1	0	NA	NA	NA	NA	NA
Solyc00g500315.1	0.0552364962103614	0	4.85677794710338	0	1	NA
Solyc00g500316.1	0.12292734854163	0	4.85677794710338	0	1	NA
Solyc00g160570.1	0.0674677812439482	0	4.85677794710338	0	1	NA
Solyc00g500317.1	0.159952785675697	0	4.85677794710338	0	1	NA
Solyc00g500318.1	0.141984860483528	-1.14353122633841	4.85677794710338	-0.235450588598645	0.813859025439533	NA
Solyc00g012540.1	0	NA	NA	NA	NA	NA
Solyc00g500319.1	0	NA	NA	NA	NA	NA
Solyc00g500320.1	0.0762126002291614	0	4.85677794710338	0	1	NA
Solyc00g500321.1	0	NA	NA	NA	NA	NA
Solyc00g500322.1	0.587505309367867	-1.50094850238603	3.70842178523492	-0.40474050399608	0.685668265965515	NA
Solyc00g500323.1	0	NA	NA	NA	NA	NA
Solyc00g500324.1	0.141761789396208	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc00g500325.1	0.37867613540556	0	4.85677794710338	0	1	NA
Solyc00g500326.1	0	NA	NA	NA	NA	NA
Solyc00g500327.1	0.211293339361701	-1.14353122633841	4.85677794710338	-0.235450588598645	0.813859025439533	NA
Solyc00g500328.1	0.275800028816598	-0.910093255438615	4.83118304004409	-0.188378963888379	0.850579588868659	NA
Solyc00g500329.1	0.294000645790042	0	4.85677794710338	0	1	NA
Solyc00g500330.1	0	NA	NA	NA	NA	NA
Solyc00g500331.1	0	NA	NA	NA	NA	NA
Solyc00g500332.1	0.0674677812439482	0	4.85677794710338	0	1	NA
Solyc00g500333.1	0.0762126002291614	0	4.85677794710338	0	1	NA
Solyc00g500334.1	0	NA	NA	NA	NA	NA
Solyc00g500335.1	0	NA	NA	NA	NA	NA
Solyc00g160110.1	0	NA	NA	NA	NA	NA
Solyc00g500338.1	0	NA	NA	NA	NA	NA
Solyc00g160730.1	0	NA	NA	NA	NA	NA
Solyc00g500339.1	0.24051836761564	-2.40416523346122	4.7981810342479	-0.501057633361695	0.61633056239397	NA
Solyc00g500340.1	0	NA	NA	NA	NA	NA
Solyc00g500341.1	0	NA	NA	NA	NA	NA
Solyc00g500342.1	0.268375793708053	-0.181745876116869	4.85677794710338	-0.0374210800033104	0.970149265028576	NA
Solyc00g500343.1	0.339552272395387	-2.9989538467054	4.7692169670534	-0.628814723134365	0.529470359958326	NA
Solyc00g500344.1	0	NA	NA	NA	NA	NA
Solyc00g500345.1	2.35726673560719	2.03646220826419	1.63702315642362	1.2440032996926	0.213498348507377	NA
Solyc00g500346.1	0	NA	NA	NA	NA	NA
Solyc00g500347.1	0	NA	NA	NA	NA	NA
Solyc00g160120.1	0.23386925988664	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc00g500348.1	0.0881137363125708	0	4.85677794710338	0	1	NA
Solyc00g500349.1	0	NA	NA	NA	NA	NA
Solyc00g500350.1	0	NA	NA	NA	NA	NA
Solyc00g500351.1	0.053318661737665	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc00g032030.2	0	NA	NA	NA	NA	NA
Solyc00g500353.1	265.333154914658	-2.6026789762667	1.20200511760327	-2.16528111082945	0.0303661640213851	0.466735838121741
Solyc00g076250.1	0	NA	NA	NA	NA	NA
Solyc00g160740.1	0	NA	NA	NA	NA	NA
Solyc00g160580.1	0	NA	NA	NA	NA	NA
Solyc00g160750.1	850.904364019338	-0.165478677107169	0.416710536848773	-0.397107014280329	0.691288547669078	0.997075158114377
Solyc00g500355.1	0	NA	NA	NA	NA	NA
Solyc00g500356.1	0	NA	NA	NA	NA	NA
Solyc00g500357.1	0	NA	NA	NA	NA	NA
Solyc00g500358.1	0.597489591636866	2.26283898388414	2.65972366882259	0.850779729642312	0.394891723803361	NA
Solyc00g500359.1	0.995927952903338	-0.455686295488276	3.01560501002428	-0.151109410540675	0.879889409207711	NA
Solyc00g500360.1	0	NA	NA	NA	NA	NA
Solyc00g500361.1	5.53668518261431	-0.867685877976389	0.92872737434774	-0.934274042030665	0.350162550758935	0.961661380847274
Solyc11g056510.2	0	NA	NA	NA	NA	NA
Solyc00g500362.1	1.33989646801095	1.392605362884	1.82493551161231	0.763098396640682	0.445404716193671	NA
Solyc00g500363.1	0	NA	NA	NA	NA	NA
Solyc00g500364.1	0.603049673355168	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc00g160240.1	0	NA	NA	NA	NA	NA
Solyc00g160130.1	0.198874433630379	0	4.85677794710338	0	1	NA
Solyc00g160590.1	1.53608239120744	0	4.65643645793604	0	1	NA
Solyc00g308530.1	0	NA	NA	NA	NA	NA
Solyc00g160610.1	1.80463013139512	-1.53878920156621	2.76651754201129	-0.556218848497702	0.578061255605144	NA
Solyc00g284510.1	2.03208083378957	-1.9412598728131	2.90410129369761	-0.668454601437616	0.503843451826908	NA
Solyc00g160600.1	0	NA	NA	NA	NA	NA
Solyc00g500365.1	1.09718792964111	-1.70425474384199	2.68787501505616	-0.634052823995012	0.526046349008621	NA
Solyc00g160620.1	0	NA	NA	NA	NA	NA
Solyc00g500366.1	0	NA	NA	NA	NA	NA
Solyc00g500367.1	0	NA	NA	NA	NA	NA
Solyc00g500368.1	0	NA	NA	NA	NA	NA
Solyc00g500369.1	0	NA	NA	NA	NA	NA
Solyc00g500370.1	0	NA	NA	NA	NA	NA
Solyc00g500371.1	0	NA	NA	NA	NA	NA
Solyc00g500372.1	0	NA	NA	NA	NA	NA
Solyc00g500373.1	0.225477017333414	0.660946518842266	4.82520310886138	0.136977968373694	0.891048209636654	NA
Solyc00g500374.1	0.561234395485592	0.780046167770438	2.53502958631436	0.307706928543006	0.758305347158591	NA
Solyc00g500375.1	0	NA	NA	NA	NA	NA
Solyc00g160140.1	0.0554595672976822	0	4.85677794710338	0	1	NA
Solyc00g160760.1	0	NA	NA	NA	NA	NA
Solyc00g160150.1	0	NA	NA	NA	NA	NA
Solyc00g500376.1	0	NA	NA	NA	NA	NA
Solyc00g160250.1	0	NA	NA	NA	NA	NA
Solyc00g500379.1	0.179949926052144	0.770587759265973	4.8169955364942	0.159972695309327	0.872902583171673	NA
Solyc00g500380.1	0	NA	NA	NA	NA	NA
Solyc00g500381.1	0.113048597038432	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc00g500382.1	0	NA	NA	NA	NA	NA
Solyc00g500383.1	0	NA	NA	NA	NA	NA
Solyc00g500384.1	1.17559351248934	-1.7658463933184	1.65178019383092	-1.0690565245385	0.285044200133318	NA
Solyc00g500385.1	0	NA	NA	NA	NA	NA
Solyc00g500386.1	0	NA	NA	NA	NA	NA
Solyc00g500387.1	0	NA	NA	NA	NA	NA
Solyc00g500388.1	0	NA	NA	NA	NA	NA
Solyc00g500389.1	0	NA	NA	NA	NA	NA
Solyc00g500390.1	0	NA	NA	NA	NA	NA
Solyc00g500391.1	0	NA	NA	NA	NA	NA
Solyc00g500392.1	0	NA	NA	NA	NA	NA
Solyc00g500393.1	0	NA	NA	NA	NA	NA
Solyc00g500394.1	0	NA	NA	NA	NA	NA
Solyc00g500395.1	0	NA	NA	NA	NA	NA
Solyc00g500396.1	0	NA	NA	NA	NA	NA
Solyc00g500397.1	0	NA	NA	NA	NA	NA
Solyc00g500398.1	0	NA	NA	NA	NA	NA
Solyc00g500399.1	0	NA	NA	NA	NA	NA
Solyc00g500400.1	0	NA	NA	NA	NA	NA
Solyc00g500401.1	0	NA	NA	NA	NA	NA
Solyc00g500402.1	0	NA	NA	NA	NA	NA
Solyc00g500403.1	0	NA	NA	NA	NA	NA
Solyc00g007920.1	0	NA	NA	NA	NA	NA
Solyc00g007940.1	0	NA	NA	NA	NA	NA
Solyc00g007930.1	0	NA	NA	NA	NA	NA
Solyc00g500404.1	0	NA	NA	NA	NA	NA
Solyc00g500405.1	0.0630280666667566	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc00g500406.1	0	NA	NA	NA	NA	NA
Solyc00g500407.1	0	NA	NA	NA	NA	NA
Solyc00g160780.1	0.118264562877118	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc00g160770.1	0	NA	NA	NA	NA	NA
Solyc00g500408.1	0	NA	NA	NA	NA	NA
Solyc01g004000.1	0	NA	NA	NA	NA	NA
Solyc01g004002.1	0	NA	NA	NA	NA	NA
Solyc01g004004.1	0.450186309265816	0.0779663925155941	4.72350039744617	0.0165060624442305	0.986830665616555	NA
Solyc01g004006.1	0	NA	NA	NA	NA	NA
Solyc01g004008.1	0	NA	NA	NA	NA	NA
Solyc01g005000.3	300.41464601808	0.194863938628302	0.305707558334154	0.637419433428944	0.523851673313518	0.982165552990997
Solyc01g005010.5	216.621861554096	-0.0198371242052422	0.333474955651778	-0.0594860989379861	0.952564937310285	0.999076998952386
Solyc01g005020.3	2021.78092468336	-0.188984052203642	0.171235533920884	-1.10364973832451	0.269745106377299	0.928773262110046
Solyc01g005030.4	1726.97296538799	-0.0708186195989256	0.291046411861924	-0.243324145952786	0.807754300623649	0.999076998952386
Solyc01g005040.3	71.7237312818178	-3.17428879358521	0.94281806673478	-3.36680946789509	0.0007604320738875	0.053709060810416
Solyc01g005050.4	0.0591681054917632	0	4.85677794710338	0	1	NA
Solyc01g005060.3	158.378129096019	0.189503421062877	0.351589994238998	0.538989801097865	0.589893891899588	0.990178563446412
Solyc01g005070.3	0.532332091041805	0	4.72536181608422	0	1	NA
Solyc01g005080.3	1407.84927630535	-0.15841102280042	0.253903933669987	-0.623901412281055	0.532692332763619	0.984058953091141
Solyc01g005090.3	2195.35312278983	1.06430384040882	0.346940846795973	3.06768099011041	0.00215726778852855	0.107974307537192
Solyc01g005100.4	420.839665981981	0.273976418631809	0.175106742861603	1.564625177503	0.117670821810852	0.780560496352149
Solyc01g005110.3	381.384824179374	0.14298127571933	0.202192898235773	0.707152807872618	0.479471521986279	0.976653193216645
Solyc01g005120.3	736.536384985058	0.515961589925949	0.269393039596378	1.91527439127231	0.0554575196913781	0.612515486343168
Solyc01g005130.3	663.227135621289	0.0178318243767966	0.19566144595991	0.0911361167209725	0.927384435048708	0.999076998952386
Solyc01g005140.3	459.863228327667	-0.268714734473202	0.488190456960716	-0.550430125459878	0.582024390712361	0.990178563446412
Solyc01g005150.3	82.5513547405945	0.226800412713	0.567262941185768	0.399815317106581	0.689292548193194	0.997075158114377
Solyc01g005160.5	95.0151814664023	3.01900572513826	1.3614285273886	2.21752788663032	0.0265870395959145	0.43696309754415
Solyc01g005170.3	0.241572885963226	1.56624462773576	4.82967540592629	0.324296043956472	0.745713914455869	NA
Solyc01g005210.4	2396.36457164718	-0.434828676321712	0.19099462360202	-2.2766540131924	0.0228068946965138	0.401094004867548
Solyc01g005180.1	0	NA	NA	NA	NA	NA
Solyc01g005220.3	610.334583560545	0.0199800537596496	0.414022776969193	0.0482583443981302	0.961510352204598	0.999076998952386
Solyc01g005230.5	202.515184365295	0.026601377228051	0.314301641644956	0.084636456522555	0.932550414925766	0.999076998952386
Solyc01g005240.4	673.139424494095	-0.104395325811004	0.317150042614421	-0.329166992854306	0.742029469891766	0.999076998952386
Solyc01g005250.5	1062.35806483985	-0.0310950582652302	0.166394128724499	-0.186875934286809	0.851757908441026	0.999076998952386
Solyc01g005253.1	132.148318470902	-0.132688812008664	0.306020508032198	-0.433594509276165	0.664582922678488	0.997075158114377
Solyc01g005257.1	447.683498280244	0.189826397973937	0.194976745854233	0.973584809523151	0.330262731728104	0.953564841881793
Solyc01g005280.3	3.32719565169835	0.307714794505538	1.13593450325372	0.270891317786487	0.786474622854901	0.999076998952386
Solyc01g005290.4	6.67721445657462	-0.405911210157675	1.11231408129126	-0.364924994644015	0.715167396036415	0.999076998952386
Solyc01g005310.3	9.59902161918244	-0.280775308821419	0.697295512193716	-0.402663295419887	0.687195939246698	0.997075158114377
Solyc01g005320.2	173.564012953411	0.413703334011605	0.511179812654113	0.809310782175851	0.418336405834357	0.972366406087475
Solyc01g005330.3	1514.84580823002	-0.213446465619139	0.321851157057804	-0.663183775911684	0.507212860980079	0.977990561009597
Solyc01g005340.3	759.091655728125	-0.258552704189564	0.174663397380493	-1.48029128064149	0.138795529178925	0.814905724855543
Solyc01g005350.4	4.22453645644475	0.734913320977027	1.41965620906845	0.517669923381847	0.604688586400524	0.990558678387614
Solyc01g005370.3	347.184901713278	-0.33686339271993	0.453528779112591	-0.742760786601155	0.457626520338214	0.976330482795946
Solyc01g005385.2	18.2224504454037	-0.0111739758934154	0.627130359448495	-0.017817628703611	0.985784341320451	0.999816728329297
Solyc01g005380.4	109.340188548212	0.100418471459107	0.187625009121262	0.535208349512757	0.592505793316218	0.990198246811591
Solyc01g005390.3	159.787132689849	0.585020033891381	0.545506641919171	1.07243430040228	0.28352500859258	0.936432933647524
Solyc01g005400.3	115.100816884639	0.414261621296471	0.480761644344311	0.861677769368361	0.388864862134272	0.965891800653175
Solyc01g005410.5	862.093540787646	0.404626669251768	0.341441327012581	1.18505475828607	0.235995797190074	0.910611063382649
Solyc01g005420.2	340.373011527206	-0.904122064011988	0.614946365041462	-1.47024539928946	0.141495302978244	0.816972498523836
Solyc01g005430.3	737.133249802094	0.0351118530764954	0.21593084566434	0.162606935421705	0.870827926000177	0.999076998952386
Solyc01g005440.4	2054.15567293663	0.308542992553833	0.308500378009909	1.000138134495	0.317243663472318	0.948629143022603
Solyc01g005450.3	1.64058482680613	1.67355424714219	2.18287797360295	0.766673294329827	0.443275785556449	NA
Solyc01g005460.4	204.770136051475	0.108298604635324	0.403499306117582	0.268398490389881	0.788392601393701	0.999076998952386
Solyc01g005470.3	758.991109811348	-0.390227923822673	0.479246639729381	-0.814252811544022	0.415500136688262	0.971324286938107
Solyc01g005480.3	163.727297949928	0.305490293386706	0.231686641208127	1.31854945021314	0.187319782745334	0.871149503619132
Solyc01g005490.3	711.701335955944	0.134538195170095	0.21481363737781	0.626301927626092	0.531116922231564	0.983522238586879
Solyc01g005500.3	75.2327223712793	-3.30143969502713	0.991905158949222	-3.32838242168689	0.000873518685421764	0.0601295944965242
Solyc01g005510.3	2.99872533919307	-0.31463088598065	1.42602387443969	-0.220635076046167	0.825376587288247	0.999076998952386
Solyc01g005520.4	81.3687036626793	0.0388684753128195	0.328471915847609	0.118331198003704	0.905805238615517	0.999076998952386
Solyc01g005530.3	119.979289068526	-0.241649362263505	0.327574140395668	-0.737693646914936	0.460700633605956	0.976501188013058
Solyc01g005540.5	152.626642879079	-0.00727025942030483	0.333434264366272	-0.021804176106864	0.982604162928447	0.999610388964345
Solyc01g160070.1	0.0580537204820098	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc01g005550.3	2605.89338884362	0.11180527609704	0.195381716155451	0.572240219284817	0.567159243393057	0.989055347530816
Solyc01g005560.3	12714.335360995	-0.206920282726585	0.196212801138952	-1.05457075952985	0.291621682809173	0.939922938756008
Solyc01g005570.4	1502.48512534076	-0.127347324961233	0.334654233874897	-0.380534032056619	0.703549039251556	0.997609116838616
Solyc01g005580.2	1811.96008057219	-0.103095125350411	0.287714448604202	-0.358324463198006	0.72010051291454	0.999076998952386
Solyc01g005590.2	533.21151096896	0.412628254268387	0.308704466171904	1.33664491280347	0.181338571280575	0.86522424140099
Solyc01g005600.4	1703.47039496632	-0.226136051396062	0.153070029395602	-1.47733721806262	0.13958526614382	0.815994866061182
Solyc01g005610.4	2.37241231847692	-0.482179646248821	1.46918188428558	-0.328196019435191	0.742763457348271	NA
Solyc01g005620.3	5530.48348585514	0.178650663398408	0.180481634479107	0.989855083671072	0.32224495640767	0.948629143022603
Solyc01g005630.3	97.801505943658	0.437323328352769	0.383356934615717	1.14077322949994	0.25396430363931	0.921773591330056
Solyc01g005640.4	1340.25079941239	0.0297072067277466	0.217983100466817	0.136282155195186	0.891598230352827	0.999076998952386
Solyc01g005650.3	0.927293673291509	-2.4541827279962	4.37104336871129	-0.561463824761768	0.574481384642801	NA
Solyc01g005660.3	0.196083833801868	1.67747017647494	4.82102847516488	0.34794861410097	0.727878774891696	NA
Solyc01g005670.3	144.694186914194	-0.22574112985081	0.270928588165622	-0.833212660868449	0.404724803349971	0.967973906211646
Solyc01g005680.4	843.298801942074	-0.237516995455299	0.435626523068732	-0.545230794906912	0.585594794267142	0.990178563446412
Solyc01g005690.4	1640.61182673007	-0.0562890652801015	0.17652862058437	-0.318866510675524	0.749827740331105	0.999076998952386
Solyc01g005710.2	0	NA	NA	NA	NA	NA
Solyc01g005730.3	14.8282097367132	-1.86532303611108	0.949430590623451	-1.96467551660222	0.0494518054210281	0.577135688939992
Solyc01g005750.1	0.726627111719273	-3.7440707663031	4.74615578626916	-0.788863858437783	0.430191581303704	NA
Solyc01g005760.3	88.018970699247	-1.06664876998585	0.656613134817226	-1.62447065619965	0.104275398092928	0.753018997936743
Solyc01g005770.3	27.4206613206453	0.0513080658829889	0.50088739897565	0.102434331524246	0.91841193436827	0.999076998952386
Solyc01g150100.1	0.114760790688822	-1.89821194963349	4.82988314510233	-0.393014052846878	0.694309102159388	NA
Solyc01g005780.1	14.3008006941021	-2.01382258741822	1.30923544167626	-1.53816687458434	0.124007818096816	0.793964865259081
Solyc01g005783.1	17.0565153939659	-0.75706910445402	0.477515457505591	-1.58543371225874	0.112867826665279	0.771584798238205
Solyc01g005787.1	20.3581602163526	-0.315733014722938	0.582423825670137	-0.542101817966762	0.587748366417158	0.990178563446412
Solyc01g005790.1	60.7903985252154	-0.142221349746084	0.578729508089703	-0.24574753448383	0.805877673074859	0.999076998952386
Solyc01g005800.3	191.573822504874	-1.60198989339698	0.574057420815285	-2.79064399363013	0.00526032959877987	0.182838745640898
Solyc01g005810.3	1796.97419446088	0.0881135053720355	0.191339338783091	0.4605090930722	0.645150846178652	0.995210562337536
Solyc01g005820.4	5197.4163623851	0.0707899033527065	0.152561499696749	0.464008963555141	0.642641323657719	0.995055753416811
Solyc01g005830.4	372.824185372595	0.1808548587174	0.272726652980458	0.66313598887733	0.507243463197999	0.977990561009597
Solyc01g005840.3	320.777346292949	0.132952675419036	0.298056730010924	0.446065000492234	0.655550293682497	0.997075158114377
Solyc01g005850.3	40.1768182971601	0.849633223066586	0.906411252562894	0.937359527106744	0.348573652347846	0.960758345873064
Solyc01g005860.2	17.6921050149714	0.604478483556323	0.747488567393857	0.808679235943176	0.41869967473359	0.972495550289428
Solyc01g005870.4	16.6802499038134	1.61328870909426	0.776420498442418	2.07785434868179	0.0377227762930544	0.520094464897421
Solyc01g005880.1	7.25862538376547	1.8213743644935	1.27201685844345	1.4318791078935	0.152178422285652	0.832889715605848
Solyc01g005890.1	0.764212895255231	1.29089281121403	3.00667293884352	0.429342611408393	0.667673911094254	NA
Solyc01g005900.3	418.660991062398	0.41217033575517	0.209982970740431	1.96287505744774	0.0496606936546111	0.578025007117286
Solyc01g005910.3	347.244845770208	-0.13819358386728	0.133650122536944	-1.03399519015839	0.301138411809771	0.94299301544812
Solyc01g005920.3	416.544510232664	-0.375467531858384	0.265458037830881	-1.41441387469905	0.157240418637144	0.839530194154897
Solyc01g005930.3	164.102677038327	0.132837661323999	0.475831068674529	0.279169793796841	0.78011452349895	0.999076998952386
