baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Solyc08g069230.3	0.819767343077962	-0.283805412582756	2.92582090184841	-0.0970002683361311	0.922726181354074	NA
Solyc08g069231.1	1281.40527456574	-0.467900445412088	0.168255906449088	-2.78088570729414	0.00542108189591063	0.186994370503774
Solyc08g069232.2	220.489108976767	0.240051141306901	0.269533035589884	0.890618624101271	0.373133804339147	0.965312101298947
Solyc08g069233.1	0.430369395325879	-1.14353122633841	4.85677794710338	-0.235450588598645	0.813859025439533	NA
Solyc08g069234.1	0	NA	NA	NA	NA	NA
Solyc08g069235.1	0	NA	NA	NA	NA	NA
Solyc08g069237.1	0	NA	NA	NA	NA	NA
Solyc08g069239.1	0	NA	NA	NA	NA	NA
Solyc08g069240.1	0	NA	NA	NA	NA	NA
Solyc08g074230.1	0.0580537204820098	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc08g074240.3	8923.05086450174	0.0636219625031173	0.190533915655853	0.333914108068995	0.73844437352718	0.999076998952386
Solyc08g074250.3	213.719050920916	0.0844256828614138	0.351840147125077	0.239954659953576	0.810365405906286	0.999076998952386
Solyc08g160330.1	56.4869279471349	0.342059760312962	0.460271902271854	0.743168893483591	0.457379433616682	0.976330482795946
Solyc08g074260.3	6.63204302367124	-0.0870683740245721	1.20126315329796	-0.0724806831754836	0.942219377624369	0.999076998952386
Solyc08g074270.4	36.4410528914175	1.25498065305484	0.917950723810446	1.36715470722151	0.171576818649791	0.856603130688235
Solyc08g074280.4	660.60112211861	-0.526132278357101	0.294202497451515	-1.78833382760053	0.0737221653397328	0.671996781813621
Solyc08g074290.3	6672.04254858709	-0.087896878967265	0.120677077257412	-0.728364333681823	0.466390590218351	0.976609225535318
Solyc08g074310.1	0.627336361390415	1.91969973767689	4.75951354855341	0.403339483771479	0.686698499102973	NA
Solyc08g074307.3	3.80215271032521	0.983746766075044	1.07917360593285	0.911574153284339	0.361992933648514	0.96443089349208
Solyc08g074320.1	0	NA	NA	NA	NA	NA
Solyc08g074330.3	0.853605553949328	-2.05928593424118	2.2673813199379	-0.908222148666896	0.363760864415235	NA
Solyc08g074340.3	17.7150109805122	1.12165894801153	0.48091741488136	2.33233173368911	0.0196832463462226	0.377961626328438
Solyc08g074350.3	18.2741639890997	0.519924628196517	0.578733609202223	0.898383332036351	0.36898121952027	0.965312101298947
Solyc08g074360.3	229.300887189308	0.0343463462470698	0.186981405985652	0.183688565534186	0.854257779655921	0.999076998952386
Solyc08g074370.4	1229.8369729173	-0.347662562639823	0.186553553746537	-1.86360728947666	0.0623768732385123	0.63946155912128
Solyc08g074390.3	1000.6949284808	-0.404164958586587	0.233620041979946	-1.73000978495364	0.0836285270108273	0.701662307975207
Solyc08g074400.2	183.872080718769	0.734407480652554	0.78775895787348	0.932274363004458	0.351194753330531	0.961661380847274
Solyc08g074410.5	3792.21486906199	0.12914692265427	0.159032464997111	0.812078984354645	0.416746311224375	0.971580982731855
Solyc08g074420.3	1412.10991136808	-0.0304172707494153	0.166916833917121	-0.182230096483368	0.855402154835671	0.999076998952386
Solyc08g074440.5	3021.03645987594	-0.252169899765255	0.158754014749625	-1.58843163848775	0.112188767927925	0.770262825321288
Solyc08g074450.3	5.67919860547473	0.351774365723204	0.986372639060013	0.356634350744396	0.72136555810808	0.999076998952386
Solyc08g074460.3	1.27085220604385	0.880421857102218	2.1032678494834	0.41859711653866	0.675510597268524	NA
Solyc08g074480.1	147.806483921525	2.13123338060454	0.555552034732447	3.83624439721644	0.000124930089281178	0.0141071554050493
Solyc08g074490.5	199.499573807389	0.437414040646784	0.390933484832479	1.11889632793728	0.263184369721516	0.92598989445936
Solyc08g074500.2	662.442975830265	-0.0218564217477764	0.22723940344873	-0.0961823584117429	0.923375741797002	0.999076998952386
Solyc08g074510.1	9.85213346293214	-0.0661583556945829	0.929164035783264	-0.071202019392424	0.943236974255392	0.999076998952386
Solyc08g074520.2	66.2324444688055	-0.281225146206922	0.571799972772876	-0.491824343473041	0.622843525809532	0.993196000957492
Solyc08g074525.2	0.518638403491191	-1.2509631264905	4.74161191422157	-0.263826552894065	0.791913572999019	NA
Solyc08g161890.1	0	NA	NA	NA	NA	NA
Solyc08g074550.3	2563.38497580651	0.0549427652971742	0.216856881373398	0.253359565761578	0.799990370330368	0.999076998952386
Solyc08g074560.3	158.145574759929	-0.133207094278308	0.274652544547073	-0.485002221617786	0.627674769606362	0.993196000957492
Solyc08g074570.1	2200.3930755661	-0.0963114945536009	0.293482001082894	-0.328168317642068	0.742784401386286	0.999076998952386
Solyc08g074590.2	800.852342582783	-0.00101956929189532	0.137910399387393	-0.00739298338939132	0.994101306428747	0.999816728329297
Solyc08g074600.4	223.128565537475	0.0377298265663222	0.236677632034846	0.159414416317834	0.87334238157207	0.999076998952386
Solyc08g074620.3	0.376508448451123	1.56624462575901	4.82967540607492	0.324296043537198	0.745713914773265	NA
Solyc08g074630.2	7.5238971550295	3.91449203291689	1.97125529599129	1.98578643815305	0.0470570422662328	0.565391134905088
Solyc08g074640.1	0.0865252931858461	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc08g074650.4	1.56454500777819	1.56181691078235	2.50773522668158	0.622799765367997	0.533416112540793	NA
Solyc04g051427.3	0	NA	NA	NA	NA	NA
Solyc08g074660.1	171.36051565526	0.0294786825765736	0.27941689690689	0.10550071560775	0.91597850218654	0.999076998952386
Solyc08g074670.3	149.599220836605	0.143477617590242	0.260369229723065	0.551054430444213	0.581596362498522	0.990178563446412
Solyc08g074680.3	1477.13475642444	0.820129136015656	0.626872672148793	1.30828663052804	0.190776108070789	0.873440172666279
Solyc08g074682.1	2649.81656370147	-0.0396782421794183	1.04095153745263	-0.0381172809221428	0.969594173138997	0.99911743370685
Solyc08g074683.1	804.410609568673	0.678893823146453	0.796422983116545	0.852428718832072	0.393976186137411	0.96625355548347
Solyc08g074690.3	1194.91159934731	0.675969814211301	0.5854335793398	1.15464817541488	0.248234530000703	0.921257053599299
Solyc08g074700.1	0.10663732347533	1.56624489861831	4.82967538408769	0.324296101509972	0.745713870887142	NA
Solyc08g074710.1	0.342372379805814	-1.924055205998	4.82862867333722	-0.398468247646018	0.690285059340972	NA
Solyc08g150140.1	104.417346837827	1.25972868564087	1.36839740448385	0.920586871557267	NA	NA
Solyc08g074720.2	0.587264649814481	-0.787355464721142	3.70179488951527	-0.212695594494227	0.831564403229655	NA
Solyc08g074730.2	98.249211363274	-0.180631865350545	0.231869163692658	-0.779024957324518	0.435965013305723	0.975055904625589
Solyc08g074740.3	136.329100524117	0.131429568061532	0.292024524025076	0.450063461280553	0.652664682223824	0.997075158114377
Solyc08g074750.2	3428.35833047605	0.0960431920539556	0.363065375701812	0.264534154126657	0.79136835064386	0.999076998952386
Solyc08g074760.3	2141.67742799137	-0.0865519142288162	0.1708683481231	-0.50654152848988	0.612476544003522	0.991508310324054
Solyc08g074780.3	329.382651787141	0.013013549184934	0.197002047936884	0.0660579385910919	0.947331697812755	0.999076998952386
Solyc08g074790.3	3250.8038657876	-0.02656590810473	0.191724432075185	-0.138562977170861	0.889795500956929	0.999076998952386
Solyc08g074795.1	7.60513379254785	0.453234074435629	1.12038339525318	0.404534801529443	0.685819491695161	0.997075158114377
Solyc08g074800.3	174.111902549403	-0.413395950723888	0.279202000693336	-1.48063391271306	0.138704153340207	0.814905724855543
Solyc08g074830.4	595.837812946112	-0.3184678416645	0.168743134614295	-1.88729362170757	0.0591208438686518	0.624704745478022
Solyc08g074835.1	5.57268243074984	-0.884438838530557	0.875658026323664	-1.01002767283909	0.312482032109828	0.947802309608014
Solyc08g074840.1	0	NA	NA	NA	NA	NA
Solyc08g074850.3	0	NA	NA	NA	NA	NA
Solyc08g074860.1	0.0865252931858461	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc08g150141.1	27.6983364261527	-1.25247970563973	0.895961436920793	-1.39791697948988	0.162137999193045	0.844822352544658
Solyc08g074870.3	1.25055278375106	-1.91418638085144	3.13254296883426	-0.611064684473835	0.541156758418744	NA
Solyc08g074880.1	0	NA	NA	NA	NA	NA
Solyc08g074890.4	799.751444931792	0.331843032252418	0.319349674786232	1.03912124687319	0.298748350661403	0.942361755137666
Solyc08g074895.1	391.308760741217	0.680749355122669	0.495156295750443	1.37481712535018	0.169188147458612	0.854398330248672
Solyc08g074910.3	593.651795959918	0.470402796786251	0.522580330407207	0.900154042192332	0.36803827966564	0.965312101298947
Solyc08g074913.1	0.511864104666266	1.62708656781119	3.60633689221873	0.45117431245037	0.65186392185613	NA
Solyc08g074917.1	0.053318661737665	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc08g074950.2	0	NA	NA	NA	NA	NA
Solyc08g074960.3	180.669576784545	-0.212317492892857	0.390895497729008	-0.543156659839679	0.587021944121357	0.990178563446412
Solyc08g074970.1	545.674510987109	-0.423693083930386	0.408636097646442	-1.03684693146461	0.299807199447581	0.942567794443622
Solyc08g074980.5	3452.35876712252	-0.470608125633931	0.388881437876078	-1.21015836652995	0.226218130256295	0.903200574361654
Solyc08g074990.3	1.13685600089431	1.67749741875412	3.60817099899476	0.464916274539503	0.641991415458491	NA
Solyc08g075010.4	101.743248546515	-0.225847996523358	0.243105340975649	-0.929012894644631	0.352882403817359	0.961661380847274
Solyc08g075020.3	77.583855940667	0.499723314621288	0.685764817756302	0.72870946668902	0.466179400787259	0.976609225535318
Solyc08g075030.3	1.01738264309105	0	4.85677794710338	0	1	NA
Solyc08g075040.1	0	NA	NA	NA	NA	NA
Solyc08g075043.1	1.65909726981639	-0.181747389179126	2.63409115629942	-0.0689981395459598	0.944991100399068	NA
Solyc08g075047.1	0.710928640121714	0	4.85677794710338	0	1	NA
Solyc08g075050.3	0.0762126002291614	0	4.85677794710338	0	1	NA
Solyc08g075060.4	2.37234382028247	0.98689356837458	1.76784284872577	0.558247340302853	0.576675498367523	NA
Solyc08g075070.3	67.3870105188176	0.127982669648338	0.257006207960667	0.497975012603294	0.618501654254427	0.992908374306236
Solyc08g075080.3	238.316423276154	0.622258030618101	0.318842909319576	1.95161320019951	0.0509841448519617	0.588221735663188
Solyc08g075090.4	5456.5723430297	0.187556157428726	0.196807020809034	0.952995257271415	0.340592473705177	0.957676024501596
Solyc08g075100.4	119.484506806125	0.28727152679664	0.308747203801296	0.930442521453645	0.352142011246475	0.961661380847274
Solyc08g075110.3	0	NA	NA	NA	NA	NA
Solyc08g075120.3	167.9090954131	-0.499440107597638	0.337704128473989	-1.47892804821338	0.139159546082127	0.814905724855543
Solyc08g075140.1	0.375375225597873	2.30182568580242	4.7829417907411	0.481257307010997	0.630333635908133	NA
Solyc08g075150.3	1.3453937809096	2.30147981027181	2.36263923906455	0.974113936744339	0.329999970368413	NA
Solyc08g075160.3	1024.69800959614	0.0175493087153527	0.130367566398985	0.134614070049015	0.892917016578325	0.999076998952386
Solyc08g150142.1	6.86031162779068	-0.418236047153006	0.719637611534585	-0.581175914723442	0.561121898619145	0.988994587052236
Solyc08g075180.1	0.18908420000027	2.37383554308307	4.77950197487453	0.496670062186842	0.619421737421389	NA
Solyc08g075190.1	13.1577069365407	0.0723070148244767	0.675527547528519	0.107037847810972	0.914758954008153	0.999076998952386
Solyc08g075210.2	215.912541995248	1.31022613010818	0.516131185265958	2.53855253763252	0.0111312088577123	0.282284969210611
Solyc08g075230.1	268.410116815609	0.0204073177962363	0.333841292005255	0.0611288006754871	0.95125663241224	0.999076998952386
Solyc08g075240.3	2.55776421727392	-3.50638947161797	2.08110457694284	-1.68486942485557	0.0920137667396973	0.725746519327778
Solyc08g075250.1	0.184924272236891	0.823831021697584	4.8132244548041	0.171159901108562	0.864098036440866	NA
Solyc08g075260.1	0.0630280666667566	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc08g075270.1	0.672521208951007	-1.1435337564033	4.37760610491203	-0.261223538390118	0.79392012711903	NA
Solyc08g075280.5	352.278932164714	0.0509102232705063	0.324275220106874	0.156996958490159	0.875247245150751	0.999076998952386
Solyc08g075290.2	54.3479988423724	-0.215569476423516	0.414662225098339	-0.519867649801938	0.603155824374195	0.990558678387614
Solyc08g075300.4	113.222106403648	0.0581602580154432	0.239605606497264	0.242733293538802	0.808212014112444	0.999076998952386
Solyc08g075310.4	2517.686540343	-0.220071996014934	0.227187115610217	-0.968681676440269	0.332704037645066	0.954626706041134
Solyc08g075330.3	56.0050830555804	0.790949375925292	0.671218223303283	1.17837887659363	0.238645595028141	0.913717075675739
Solyc08g075340.3	2077.63743408308	0.012209432548246	0.152956704587031	0.0798228007148186	0.936378189836533	0.999076998952386
Solyc08g075350.3	19.6250264344857	0.378653579479339	0.52042755522627	0.727581727133394	0.466869669618568	0.976609225535318
Solyc08g150143.1	0.942760214526288	0	3.57649213331679	0	1	NA
Solyc08g150144.1	1.25795233259043	0.480004868819812	2.51676811019396	0.190722723669134	0.848742834563609	NA
Solyc08g075360.3	137.573727268859	0.313196086693407	0.285255832466605	1.09794805590898	0.27222717198579	0.929693066891587
Solyc08g075370.3	10940.3157287722	0.300347929233755	0.206746946068119	1.45273211984856	0.146298145263246	0.824007191352999
Solyc08g075380.3	1566.11028646475	-0.0750725687143117	0.212183440170917	-0.353809744312937	0.723481470359259	0.999076998952386
Solyc08g075390.4	1043.34480025229	-0.0740515718903202	0.138870314135556	-0.533242632532941	0.593865633456146	0.99048330820363
Solyc08g075400.3	561.639797488098	0.0698955386167038	0.181892711817866	0.384267945197782	0.70077986360171	0.997609116838616
Solyc08g075410.3	989.13495782486	0.0278325937514047	0.209615858725059	0.132779046016319	0.894368126465409	0.999076998952386
Solyc08g075420.4	1787.44977951081	-0.191388250924088	0.22510848005709	-0.850204536388634	0.395211380081302	0.966710755393338
Solyc08g075430.3	1289.6399018005	-0.62051273900108	0.260117399744748	-2.38551031038288	0.0170554442908038	0.354712839112792
Solyc08g075440.4	643.925996559985	0.0478929638988956	0.201222539616069	0.238009936611848	0.811873387336795	0.999076998952386
Solyc08g075450.3	196.623206051358	0.163995015147518	0.223665056273223	0.733216971305461	0.463426105888123	0.976609225535318
Solyc08g075460.3	77.119933841344	-0.308648802850108	0.400653316872962	-0.770363777989073	0.44108413362242	0.975385872995909
Solyc08g075470.3	424.743031546774	0.0865494952955789	0.236715430849721	0.365626756924541	0.714643606418168	0.999076998952386
Solyc08g075480.4	0.23191872527507	-2.84253893888627	4.77573757824188	-0.595204173662472	0.551707000778924	NA
Solyc08g075490.5	23.7365433619064	-0.0235662536581691	0.70076324316101	-0.0336294089168635	0.973172670602142	0.99911743370685
Solyc08g075500.4	22.8149248104244	-0.0768545758563446	0.494058184539494	-0.155557742511603	0.87638163594763	0.999076998952386
Solyc08g075510.5	84.4756901731014	0.0074144920953901	0.236483671084987	0.0313530826943459	0.974987957323893	0.99911743370685
Solyc08g075520.4	1723.78007019608	-0.404119310474305	0.217774618250246	-1.85567681725852	0.0634996371103226	0.641895877719186
Solyc08g075530.3	1395.85169988157	-0.085688765689786	0.203002556903627	-0.422106829572918	0.672947043179545	0.997075158114377
Solyc08g075550.4	109.767965097341	0.450907428184915	0.32513839062158	1.38681694069684	0.165497590036293	0.849456988026624
Solyc08g075560.1	108.750674163974	-2.06048106208747	0.595352943827899	-3.46094041097594	0.000538291949572426	0.0442667115197295
Solyc08g075570.4	7622.96601387907	-0.052179500130266	0.246202165965054	-0.211937616087717	0.832155703731675	0.999076998952386
Solyc08g075580.3	238.876003452444	0.0183834811070984	0.231170865241252	0.0795233477536766	0.936616361595931	0.999076998952386
Solyc08g075590.2	0	NA	NA	NA	NA	NA
Solyc08g075593.2	9.35497636524322	-1.1819234024443	0.796342788738341	-1.48418924508232	0.137758722192142	0.814905724855543
Solyc08g075597.1	0	NA	NA	NA	NA	NA
Solyc08g075620.3	1.98905179445646	-0.857499914918801	1.51492542530162	-0.566034407104938	0.571370391092002	NA
Solyc08g075630.3	2.95189047248273	-1.65407237834546	1.45896582256612	-1.13372935319086	0.256908092955986	0.922240474148921
Solyc08g075640.4	296.215366112549	0.0578555730399531	0.279360710259521	0.207099892415818	0.835931846115656	0.999076998952386
Solyc08g075670.2	62.5612949366545	-0.688101255260604	0.78770937356306	-0.873547120745946	0.382364934251668	0.965461888164436
Solyc08g075680.5	129.181769112269	-0.146494843422732	0.284337095823251	-0.515215374900627	0.606402526350676	0.990604486885805
Solyc08g075690.3	8370.08460154237	0.0301366658681493	0.25677812212475	0.117364616653392	0.906571122069602	0.999076998952386
Solyc08g075700.3	12259.9272769528	0.188365384176686	0.237191300211004	0.794149633688576	0.427108325723052	0.97454718910968
Solyc08g075710.3	923.333585029129	0.118741080717576	0.176778245509658	0.671695096731165	0.501777823528043	0.97741465200078
Solyc08g075720.3	902.391783988566	0.0268947413113337	0.221507936581852	0.121416603514771	0.903361066469202	0.999076998952386
Solyc08g075730.3	1555.52127084031	0.107181514391835	0.127336393447299	0.841719413359974	0.399945029067788	0.967151982150322
Solyc08g075740.1	60.1764831509466	-0.11233919487266	0.340109916552742	-0.330302615140711	0.741171317129181	0.999076998952386
Solyc08g075750.5	589.894607122012	0.0639439172916466	0.127509268393886	0.501484465381127	0.616030208072918	0.992059619065518
Solyc08g075760.3	979.971853432753	0.109771636998475	0.270527849336451	0.405768342400688	0.684912821496661	0.997075158114377
Solyc08g075770.3	617.946504143038	-0.114276682369684	0.190375552137751	-0.600269735722141	0.548326484890475	0.988490266600906
Solyc08g075780.5	287.450969473788	-0.222872108669504	0.191475582072203	-1.16397143832921	0.244435586717792	0.918286881424472
Solyc08g075790.5	106.022447978654	-0.552107712023466	0.253438551719155	-2.17846775195937	0.0293712305562744	0.459822203686685
Solyc08g075800.1	2.29960762505434	1.99400295971289	1.48314700900325	1.34444053597422	0.178805973132242	NA
Solyc08g075810.3	214.281951493931	-0.202053888146528	0.227764356632815	-0.887118121261899	0.375015308748864	0.965312101298947
Solyc08g075820.4	28.3564881352638	0.156600234844958	0.480904258275174	0.325637030968754	0.744698991327266	0.999076998952386
Solyc08g075830.5	275.628438706142	0.638023521028258	0.492454765952367	1.29559822574642	0.19511394072011	0.876504730875103
Solyc08g075840.3	1060.81715889886	-0.236600623451873	0.189596466419272	-1.24791684106948	0.212061512558351	0.892643693988046
Solyc08g075850.3	1620.29420693218	0.207188901030294	0.282673569671462	0.732961703038244	0.463581787609952	0.976609225535318
Solyc08g075860.3	4451.90550991529	0.0731097026831845	0.119802723617147	0.610250756208354	0.54169571199646	0.986746996403183
Solyc08g075870.3	975.0364124602	0.35858686899346	0.537322131044951	0.667359202748828	0.504542718712588	0.977533568549324
Solyc08g075890.3	4210.36107045435	-0.226582212379493	0.158725087162532	-1.42751354829924	0.15343192281697	0.834498207682234
Solyc08g161630.1	0.287428882788315	0.717271845288188	4.23404357147136	0.16940587246695	0.865477404705687	NA
Solyc08g075900.1	1.96219755695449	-0.309708687391721	1.63866832424203	-0.18900022830122	0.850092637856539	NA
Solyc08g075910.1	315.316303628175	-0.113185814221551	0.209518850869598	-0.540217807379999	0.589046833454717	0.990178563446412
Solyc08g075920.4	50.9234234121015	0.563586397120028	0.378124597126023	1.49047801016815	0.136098594194239	0.812117738712221
Solyc08g075930.5	27.1845781180718	0.0482934272587054	0.53767439910626	0.0898190937470342	0.928430974901233	0.999076998952386
Solyc08g075940.4	8.64534350870236	-0.796511232507782	1.1282598895149	-0.705964326047474	0.480210322621429	0.976653193216645
Solyc08g075950.4	69.7537150014895	0.202727650721771	0.364792201699857	0.555734606653052	0.578392295216752	0.990178563446412
Solyc08g075960.3	2449.21585589157	0.214164860300171	0.239001603785237	0.89608126852829	0.370209360468831	0.965312101298947
Solyc08g075970.3	544.533875506753	0.475549935506045	0.237664500892508	2.0009296033703	0.0453999767980496	0.558096624838763
Solyc08g075990.3	27.5988350120656	0.106018791872764	0.46256403696958	0.229198085885213	0.818714960231265	0.999076998952386
Solyc08g076000.4	190.649000061928	0.0944906345625696	0.218387150937383	0.432674881086124	0.665250980837235	0.997075158114377
Solyc08g076010.4	42.2132023340414	1.16247078992713	0.728444538612285	1.59582607639791	0.110527629647248	0.766935374534876
Solyc08g076020.4	431.655051654566	0.0448989582794715	0.143665839229066	0.312523551321641	0.754642667389726	0.999076998952386
Solyc08g076030.3	1328.6771200977	-0.433689942822512	0.365985888189575	-1.18499088849532	0.236021049448461	0.910611063382649
Solyc08g076040.2	86.915172177324	0.533674420001449	0.613946917078294	0.869251730330607	0.384709458340703	0.965629325483009
Solyc08g076050.4	112.746520290111	-0.336838793545586	0.366588729051512	-0.918846562514621	0.358175833847099	0.96378386494696
Solyc08g076060.3	294.532929740583	-0.53360203669938	0.301555405959392	-1.76949915721702	0.0768106112969883	0.682598363257397
Solyc08g076070.1	0	NA	NA	NA	NA	NA
Solyc08g076080.3	123.126661123461	0.450132419976412	0.329690058208064	1.36531996876999	0.172152505444798	0.856603130688235
Solyc08g076090.3	275.173693434972	0.217754172795602	0.211523769532223	1.0294548611589	0.303265980599862	0.943830606800001
Solyc08g076100.4	1448.59654869219	0.0264856497005816	0.132054260992237	0.200566414908328	0.841037621412531	0.999076998952386
Solyc08g076120.3	226.988284758072	-0.0230808744331372	0.291853705759589	-0.0790837120709711	0.936966038817369	0.999076998952386
Solyc08g076110.2	0	NA	NA	NA	NA	NA
Solyc08g076130.3	723.652899044417	-0.267268408103296	0.194472869307092	-1.37432233635249	0.169341634952143	0.854501353603553
Solyc08g076140.3	863.813449528243	-0.105588929767073	0.119221234220659	-0.885655399034412	0.375803249109047	0.965312101298947
Solyc08g076150.5	23.5183616346828	0.408680529186292	0.549427142474631	0.74383025080557	0.456979176511337	0.976330482795946
Solyc08g076160.3	1155.58739964585	-0.15051406369	0.217028253799767	-0.693522898769051	0.487981460571208	0.977211747696116
Solyc08g076170.1	34.168159073167	-0.579619020664758	0.497357305757416	-1.16539762049352	0.243858080049698	0.917646814905824
Solyc08g076180.3	1399.70416907088	0.173801359538389	0.257870402919361	0.673987233784011	0.500319430003939	0.977211747696116
Solyc08g076190.3	50.6937614893923	0.237540140851074	0.329530566365271	0.72084402813113	0.471005483241984	0.976653193216645
Solyc08g076200.4	9502.47201290684	0.193181256472298	0.284323217152101	0.679442426148947	0.496857575679925	0.977211747696116
Solyc08g076210.3	755.031350109027	0.211203623487621	0.177928414417387	1.18701458774413	0.235221866496118	0.910286565023425
Solyc08g076220.3	32.4877860890185	-0.151938224142774	0.660019347359655	-0.230202682316191	0.817934277640838	0.999076998952386
Solyc08g076230.1	263.964604364632	-0.0865404618713752	0.215736006630083	-0.40114055703165	0.688316642364829	0.997075158114377
Solyc08g076235.2	0	NA	NA	NA	NA	NA
Solyc08g076250.3	2.83120267962803	0.62750786242071	1.38463190874398	0.453194714391589	0.650408538170419	0.996932004734843
Solyc08g076257.2	143.952853475517	0.474929953122364	0.47231992844857	1.00552596771084	0.314643651899294	0.94802970131079
Solyc08g160110.1	12.5242878445426	0.925272193299011	0.707579557184005	1.30765817624999	0.190989275099914	0.873440172666279
Solyc08g076290.4	78.6005229081165	0.0234116279757376	0.386600367010122	0.0605576972334448	0.951711464374051	0.999076998952386
Solyc08g076300.3	58.9464122578865	0.243465973596769	0.292368650973739	0.832736248520153	0.404993496273827	0.968289267911866
Solyc08g076310.3	445.476434376747	-0.0356150736803662	0.287872991323374	-0.123718010212216	0.901538551130445	0.999076998952386
Solyc08g076320.3	2721.85466404436	0.139505482715758	0.416489276033142	0.334955761753292	0.737658457418553	0.999076998952386
Solyc08g076340.3	5121.64211864199	0.14092081661278	0.35993162074042	0.391521079261916	0.695412110688502	0.997075158114377
Solyc08g076350.3	202.100532615044	0.265501983390197	0.21636035352993	1.22712862619477	0.219774250128537	0.898341894160018
Solyc08g076360.5	879.972296316918	0.0350405092457898	0.231486795005702	0.151371525295543	0.879682650136431	0.999076998952386
Solyc08g076370.3	3.27084173850143	-5.35732549757005	1.9619984769841	-2.7305451866635	0.00632296644126086	0.202415189446118
Solyc08g076380.3	36.8567845096887	0.29750628297843	0.684067979508099	0.434907482721763	0.663629582995895	0.997075158114377
Solyc08g076390.3	791.524738110694	0.114279369524222	0.486913815707844	0.234701431418803	0.814440476655179	0.999076998952386
Solyc08g076400.3	64.6170106468373	0.304227135428268	0.339156449351193	0.897011205330916	0.369712937813039	0.965312101298947
Solyc08g076410.5	50.4201685638261	-0.223444753431835	0.395592006707316	-0.564836370915738	0.572185065882328	0.989301098030602
Solyc08g076420.3	8131.83332102594	0.101889255542418	0.20613017028518	0.494295693839747	0.621097365842865	0.993196000957492
Solyc08g076430.3	265.135881011337	0.11681377994343	0.18906506726304	0.617849619892556	0.536674471305584	0.985871706865427
Solyc08g076440.4	508.72318155993	-0.224865713675221	0.150804765344942	-1.49110482789371	0.135933974993991	0.812117738712221
Solyc08g076450.3	595.706697077166	0.0596235844247799	0.194605738157206	0.306381430421208	0.759314245361047	0.999076998952386
Solyc08g076460.3	1303.47517486352	0.112867240824704	0.281892123214397	0.400391609164836	0.688868103452218	0.997075158114377
Solyc08g076470.5	541.98094873313	-0.245527304588738	0.313810287646101	-0.782406805176608	0.433975535729884	0.975055904625589
Solyc08g076480.3	373.654058822094	-0.0955588947873875	0.161433288590403	-0.591940458016963	0.553890460458324	0.988490266600906
Solyc08g076490.2	1079.48554713922	-0.280563992782561	0.217509512127277	-1.28989298002925	0.197087818479264	0.876803136749871
Solyc08g076510.3	509.230725356426	-0.0106660411775357	0.170106415252587	-0.0627021688846827	0.950003670274059	0.999076998952386
Solyc08g076520.3	347.451941394627	-0.968371044439244	0.281752360758252	-3.43695805008754	0.00058828670989565	0.0462018804654033
Solyc08g076530.3	826.574477339149	-0.0456051894239703	0.218284083842456	-0.208925857630945	0.834506118104078	0.999076998952386
Solyc08g076540.3	5594.39910325611	-0.12571399768301	0.210187428191187	-0.598104267057591	0.549770363255336	0.988490266600906
Solyc08g076550.3	0.665384045528667	1.67749849423539	3.69556717797975	0.453921796965527	0.649885114539968	NA
Solyc08g076560.1	0.0588681389033779	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc08g076570.3	300.691663953275	-0.0150443986092918	0.239509728873077	-0.0628133090045134	0.949915167745226	0.999076998952386
Solyc08g076580.3	235.218178186468	-0.167963101583353	0.262012860178683	-0.641049074724073	0.521490799209402	0.982165552990997
Solyc08g076590.3	261.101170849965	0.0700450829139661	0.308854277893235	0.226790068739729	0.820586986511047	0.999076998952386
Solyc08g076595.2	0.412190767029925	1.18581725694134	4.79090284706383	0.24751436102865	0.80451017870546	NA
Solyc08g076610.4	47.7353456846425	0.44634472693853	0.291464842682969	1.5313844470224	0.125674405669727	0.795241979921918
Solyc08g076620.1	103.808967459613	1.94633547575187	1.00528196822906	1.93610900947583	0.0528543513208715	0.598913174695474
Solyc08g076630.3	104.594847275577	-0.132057542216949	0.733372214320347	-0.180068919490403	0.85709846239428	0.999076998952386
Solyc08g076640.1	40.07557874363	1.04577344231584	0.737965968893425	1.41710253100691	0.156452952681063	0.837649429773165
Solyc08g076650.3	1966.93440150625	0.274088929534786	0.225183862246228	1.2171783839247	0.223536352673063	0.900853088888586
Solyc08g076660.3	2143.23390322701	-0.262580020182301	0.260721128777164	-1.00712980729201	0.313872398863185	0.94802970131079
Solyc08g076670.3	979.463426843943	-0.204679509883403	0.130529677225935	-1.56806876591844	0.116865084881947	0.779767391074768
Solyc08g150146.2	47.5813657166028	-0.895971481911819	0.565050222864403	-1.58564928506687	0.11281888953408	0.771584798238205
Solyc08g076680.3	0	NA	NA	NA	NA	NA
Solyc08g076683.1	0	NA	NA	NA	NA	NA
Solyc08g076690.3	277.275306931961	0.0737960741519548	0.15601606940424	0.473003033814087	0.63621101473344	0.994669724740326
